problem_id,title,A,B,C,D,E,answer,count
632,十一届三中全会以来，实现了全党工作中心向（）的转移。,民主建设,法制建设,政治建设,经济建设,"",D,3
633,我党的各项工作都要把有利于（）作为总的出发点和检验标准。,发展社会主义社会的生产力,增强社会主义国家的综合国力,提高人民的生活水平,上述都是,"",D,1
634,党章指出，到建党一百年时，建成惠及（）人口的更高水平的小康社会。,几亿,十亿,十几亿,几十亿,"",C,2
635,党章指出，中国共产党领导人民发展社会主义民主政治，建设社会主义（）。,物质文明,精神文明,民主文明,政治文明,"",D,5
636,我们要坚持（）、从严治党，发扬党的优良传统和作风。,与时俱进,开拓创新,党要管党,民主集中制,"",C,2
637,党必须按照总揽全局、（）的原则，在同级各种组织中发挥领导核心作用。,统筹兼顾,协调各方,高瞻远瞩,宏观调控,"",B,2
638,党员必须坚持党和人民利益高于一切，吃苦在前，享受在后，（），多做贡献。,克己奉公,廉洁自律,艰苦奋斗,艰苦创业,"",A,1
639,党员要切实开展（），勇于揭露和纠正工作中的缺点、错误，坚决同消极腐败现象作斗争。,自我反省,民主生活会,自我教育,批评与自我批评,"",D,5
640,党员有（），选举权，被选举权。,参与权,建议权,否决权,表决权,"",D,3
641,发展党员，必须经过党的支部，坚持（）的原则。,集中吸收,个别吸收,广泛吸收,统一吸收,,B,4
642,申请入党的人，要填写入党志愿书，要有（）名正式党员作介绍人。,1,2,3,4,"",B,6
644,预备党员必须面向（）进行入党宣誓。,党支部所有成员,党旗,党徽,支部书记,"",B,4
645,党章指出，党的上下级组织之间要互通情报、互相支持和（）。,互相监督,互相批评,互相促进,互相提醒,,A,2
646,党员预备期满，具备条件的，可以按期转正，但是需要继续考察和教育的，可以延长预备期，但不能超过（）。,半年,一年,一年半,两年,"",B,4
647,党的中央委员会总书记由（）选举产生。,中央委员会全体,中央政治局,中央政治局常务委员会,"","",A,11
648,党组织对违犯党的纪律的党员，应当本着（）精神，按照错误性质和情节轻重，给以批评教育直至纪律处分。,惩前毖后、治病救人,坦白从宽、抗拒从严,团结-批评-团结,实事求是,"",A,2
649,党的各级纪律检查委员会的主要任务是：维护党的章程和其他党内法规，检查党的路线、方针、政策和决议的执行情况，协助党的委员会加强党风建设和组织协调（）工作。,经济,精神文明建设,反腐败,党内监督,"",C,2
650,中国共产党党徽为镰刀和（）组成的图,斧头,火炬,五星,锤头,"",D,3
651,是党一贯坚持的马克思主义学风，是党具有旺盛创造力的关键所在。,理论联系实际,求真务实,解放思想,实事求是,"",A,5
652,党员组织关系介绍信是党员政治身份的证明，介绍信的有效期一般不超过（）。,一个月,三个月,半年,一年,,B,4
653,1978年召开的党的（），是建国以来我党历史上具有深远意义的伟大转折。,十一届三中全会,十一届六中全会,中共中央工作会议,"","",A,7
654,中国共产党的宗旨是（）。,坚持党的基本路线和基本纲领不动摇,实现社会主义现代化,全心全意为人民服务,"","",C,2
655,党章规定，发展党员，必须经过（），坚持个别吸收原则。,党小组,党的支部,党委,"","",B,2
656,我们党受（）的委托行使领导国家的权力的,人民群众,政府,共产党员,"",,A,4
657,是党的生命，对人民民主具有重要的示范和带动作用。,党内民主,发展经济,求真务实,"","",A,5
658,党按照（）原则选拔干部。,德才兼备,重德轻才,重才轻德,"","",A,5
659,我们党的最大政治优势是（），党执政后的最大危险（）。,密切联系群众；脱离群众,统一战线；执政能力不强,集体领导；个人集中,"","",A,4
660,预备党员的预备期为（）。,三个月,六个月,十二个月,"","",C,4
661,党的先进性，党员与一般群众的根本区别，就在于党员具有高度的（）。,组织纪律,共产主义觉悟,历史使命感与责任感,"","",B,4
662,入党积极分子要（）向党组织汇报思想、工作和学习情况。,主动,根据客观需要,在组织安排下,"","",A,7
664,“建设有中国特色社会主义”这一科学命题是邓小平在（）上提出的。,党的十一届三中全会,党的十三大,党的十二大,"","",C,5
665,中国共产党是（）的领导核心。,中国人民解放事业,中华人民共和国,中国社会主义事业,"","",C,3
666,党的领导主要是（)。,政治、思想和组织的领导,路线、方针、政策的领导,理论、宣传和精神文明建设的领导,"","",A,2
667,党风问题、党同人民群众联系问题是关系到党的（)的问题。,生死存亡,领导地位,兴衰成败,"","",A,5
668,应当用党的基本路线和爱国主义、集体主义和社会主义思想教育党员和人民群众增强（)精神。,爱党、爱祖国、爱人民,有理想、有道德、有文化、有纪律,民族自尊、自信和自强,"",,C,4
669,毛泽东首次明确提出“新民主主义革命”这一科学概念的著作是（）。,《〈共产党人〉发刊词》,《中国革命和中国共产党》,《新民主主义论》,《论联合政府》,"",B,4
671,党的全国代表大会由（）召集。,中央委员会,中央政治局,中央政治局常委会,"","",A,2
672,中国共产党坚持实行和不断完善（)制度，积极培养、选拔少数民族干部，帮助各少数民族地区发展经济、文化，实现各民族的共同繁荣和全面进步。,民族区域自治,人民代表大会,共产党领导的多党合作,"","",A,2
673,现阶段我们党的统一战线是在中国共产党领导下由全体社会主义劳动者、拥护社会主义的爱国者、拥护（）的爱国者组成的最广泛的爱国统一战线。,祖国统一,世界和平,中国特色社会主义,"",,A,3
674,共产党员必须为实现（)奋斗终身。,建设有中国特设的社会主义,全世界革命的胜利,共产主义,"","",C,5
675,党员有权要求（)不称职干部。,罢免,罢免或撤换,开除,"","",B,5
676,党员有对党的工作提出（)的权利。,批评,建议,建议和倡议,"","",C,6
677,邓小平同志对社会主义本质的概括是在（)提出的。,党的十二大,党的十三大,1992年初视察南方时谈话中,"","",C,3
678,党的（)是党的各级组织和全体党员必须遵守的行为规则。,组织原则,纪律,党章,"","",B,8
679,党章规定留党察看最长不超过（)年。,二,一,三,"","",A,2
680,建设有中国特色的社会主义理论的精髓是（)。,解放思想、实事求是,实现共同富裕,解放和发展生产力,"","",A,3
681,党的纪律是维护（)，完成党的任务的保证。,党的利益,党的团结统一,全党一致,"","",B,5
682,党按照德才兼备的原则选拔干部，坚持任人唯贤，反对任人唯亲，努力实现干部队伍的（)。,不断更新,新老交替,革命化、年轻化、知识化、专业化,"","",C,3
683,我国还处在社会主义初级阶段是对我国（)做出的科学论断。,基本国情,社会主要矛盾,所处的国际环境,"","",A,3
684,（）是发展中国特色社会主义的强大动力。,科学发展,改革开放,社会和谐,"","",B,8
685,中国共产党党员标准主要是由（）决定的。,党的工人阶级先锋队性质,党的代表性,党的革命性,"","",A,4
686,是毛泽东建党思想的主要特色。,着重从思想上建党,党的建设必须紧密联系党的政治路线来进行,必须注重党的作风建设,"","",A,4
687,邓小平提出，加强党的监督，一是党内的监督，二是群众的监督，三是民主党派和无党派人士的监督，但最直接的监督是（）。,党内监督,群众的监督,民主党派和无党派人士的监督,"","",A,3
688,"毛泽东指出：""党内不同思想的对立和斗争是经常发生的，这是社会的阶级矛盾和新旧事物的矛盾在党内的反映。党内如果没有矛盾和解决矛盾的思想斗争，党的生命也就停止了。这段话说明党内斗争产生的（）。",经济根源,社会根源和认识根源,阶级根源,"","",B,7
689,从严治党，是保持党的先进性和（），增强党的凝聚力和战斗力的保证。,革命性,代表性,纯洁性,"","",C,3
690,科学发展观的第一要义是（）。,发展,改革,科学,"","",A,4
693,年满（）岁的中国工人、农民、军人、知识分子和其他社会阶层先进分子可以申请加入中国共产党。,18,16,25,"",,A,3
694,党的十七大把（）写入《党章》。,科学发展观,可持续发展观,快速发展观,"","",A,1
695,劝党员退党，应当经（）讨论通过，并报（）批准。,支部大会上级党组织,上级党组织支部大会,党小组党支部,"","",A,2
696,是增强党的创新活力、巩固党的团结统一的重要保证。,党内民主,创新,教育,"","",A,5
697,中国共产党的最高理想和最终目标是（）。,实现共产主义,实现共产主义社会制度,实现中国特色社会主义宏伟目标,"",,A,5
698,马克思列宁主义揭示了人类社会历史发展的规律，它的基本原理是正确的，具有强大的（）。,发展空间,生命力,创新性,"","",B,7
699,我国正处于并将长期处于社会主义初级阶段。这是在经济文化落后的中国建设社会主义现代化（），需要上百年的时间。,可以逾越的历史阶段,不可逾越的历史阶段,不得不逾越的历史阶段,"","",B,2
700,中国共产党要领导全国各族人民实现社会主义现代化的宏伟目标，必须紧密围绕党的基本路线，加强党的（），以改革创新精神全面推进党的建设新的伟大工程。,执政能力建设和先进性建设,领导能力建设和荣辱观建设,领导能力建设和先进性建设,执政能力建设和荣辱观建设,"",A,3
701,党的思想路线是（），在实践中检验真理和发展真理。,一切从实际出发，解放思想，实事求是,一切从实际出发，实事求是，与时俱进,一切从实际出发，理论联系实际，实事求是,"","",C,3
702,党在任何时候都把（），同群众同甘共苦，保持最密切的联系，不允许任何党员脱离群众，凌驾于群众之上。,党的利益放在第一位,群众利益放在第一位,干部利益放在第一位,"","",B,4
703,党在自己的工作中实行群众路线，（），把党的正确主张变为群众的自觉行动。,一切为了群众，一切依靠群众，发动群众，激励群众,一切为了群众，一切依靠群众，相信群众的智慧和力量,一切为了群众，一切依靠群众，从群众中来，到群众中去,"","",C,3
704,民主集中制是（）。,民主基础上的集中和广泛的民主相结合,广泛的集中和集中指导下的民主相结合,民主基础上的集中和集中指导下的民主相结合,"","",C,1
705,必须充分发扬党内民主，保障党员民主权利，发挥各级党组织和广大党员的（）。,主动性创造性,积极性主动性,积极性创造性,民主性创造性,,C,5
706,党在自己的政治生活中正确地开展批评和自我批评，在原则问题上进行（），坚持真理，修正错误。,政治斗争,思想斗争,思想政治斗争,"","",B,2
708,中国共产党党员必须履行的义务有（）。,6条,8条,10条,"",,B,3
709,共产党员有权参加党的有关会议，阅读党的有关文件，（）。,接受党的教育和培训,接受党的培训和轮训,接受党的教育和考察,"",,A,4
710,共产党员有权行使（）。,表决权、选举权和检举权,表决权、选举权，有被选举权,表决权、被选举权和推荐权,"","",B,5
711,申请入党的人，要填写入党志愿书，要有（）作介绍人，要经过支部大会通过和上级党组织批准，并且经过预备期的考察，才能成为正式党员。,2名预备党员,3名正式党员,2名正式党员,"","",C,5
712,上级党组织在批准申请人入党（），要派人同他谈话，作进一步的了解，并帮助他提高对党的认识。,同时,以后,之后,以前,,D,3
713,预备党员必须面向（）进行入党宣誓。,党徽,党旗,党组织,"","",B,3
714,预备党员的义务同正式党员（）。,基本相同,不一样,一样,"","",C,5
715,预备党员预备期满时，应由（）主动向党组织提出转为正式党员的申请。,党支部书记,入党介绍人,本人,"","",C,7
716,预备党员在预备期间，认真履行党员义务，具备党员条件的，应当（）转为正式党员。,适时,按期,提前,"","",B,6
717,预备党员在预备期间，不履行党员义务，不具备党员条件的，应当（）资格。,开除预备党员,保留预备党员,取消预备党员,"","",C,1
718,每个党员，不论职务高低，都必须编入党的一个支部、小组或其他特定组织，参加党的（），接受党内外群众的监督。,民主生活,组织生活,学习活动,"","",B,6
719,党员要求退党，应当经支部大会讨论后宣布除名，并报上级党组织（）。,批准,备案,审批,归案,"",B,4
720,党的纪律是党的各级组织和全体党员必须遵守的（），是维护党的团结统一、完成党的任务的保证。,行为规则,最高准则,行动准则,"",,A,2
721,中国共产党党旗为旗面缀有（）的红旗。,桔黄色党徽,橙黄色党徽,金黄色党徽图案,"","",C,6
722,中国共产党的党徽党旗是中国共产党的（）。党的各级组织和每一个党员都要维护党徽党旗的尊严。,形象和标志,象征和标志,显著标志,"","",B,4
723,中国共产党的根本工作路线是（）。,以经济建设为中心,科学发展观路线,群众路线,不拿群众一针一线,"",C,4
724,积极分子一般向党组织汇报思想和工作情况的频率要求（）。,一年一次,半年一次,一季度一次,根据积极分子实际情况而定,,C,5
725,积极分子至少培养教育（）以后，才能列为发展对象。,半年,一年,两年,无时间要求,"",B,7
726,甲支部共有具有表决权的党员20人，在讨论小张吸收为预备党员的支部大会上，共有18人到会，至少有（）名党员票决同意小张吸收为预备党员，才能形成有效的支部决议。,18人,11人,10人,9人,"",B,2
727,党员小张确定为积极分子时间为2011年8月，2013年6月确定为发展对象，2013年8月吸收为预备党员，2014年8月转正。小张的入党时间是（）。,2011年8月,2013年6月,2013年8月,2014年8月,"",C,6
728,党员转正后，入党材料（）处理。,党员本人保管,单位人事部门保管,存入党员人事档案，由具有管档资质的党组织保管,人才市场保管,"",C,2
729,党员人数超过100人的党组织，应建立（）。,党委,党总支,党支部,党组,"",A,4
730,“三会一课”是指（）,党委会、党总支会、党支部会和党课,民主评议会、党小组会、党员测评会和党课,党员大会、支部委员会、党小组会和党课,谈心会、组织生活会、民主生活会和党课,,C,1
731,交纳党费是党员的义务，但经济困难的党员,必须交纳,可以不交,需向党组织申请，根据实际情况办理减免手续,以上都不对,"",C,5
732,无故连续六个月以上不参加组织生活的党员，党组织将（）。,批评教育,定格为“不合格”党员，受到组织处置,开除党籍,以上都不对,"",B,4
733,党员预备期期间长期不与党组织联系，党组织经多方努力联系不上的，将受到（）处理。,保留预备党员资格,取消预备党员资格,待联系上后进行批评教育,暂不处理,"",B,3
734,因预备期期间表现一般，经支部大会票决、上级党委审批，党员小林延长预备期一年，延长预备期过程中，小林又犯错误，将（）处理。,继续延长预备期,留党察看,根据小林主观意愿决定是否留在党内,取消预备党员资格,"",D,7
735,党组织要政审发展对象的父母时，发展对象需做的工作是,联系父母所在单位党组织，取得政审材料,告知党组织父母所在单位党组织的联系方式，由党组织开展政审,前往父母所在单位党组织取得政审证明,请父母自己向单位索要政审证明,"",B,2
736,党的县（旗）、自治县、不设区的市和市辖区的委员会的委员和候补委员必须有（）上党龄。,五年以上,三年以上,二年以上,一年以上,,B,3
738,先进性是马克思主义政党的（）要靠千千万万高素质党员来体现。,生命所系、根基所在,立党之本、执政之基,生命所系、力量所在,生命所系、立党之本,"",C,7
739,留党察看是党的纪律处分的一种。《党章》对党员留党察看时间作了具体的规定，其最长不超过（）年。,半年,1年,2年,3年,,C,4
740,党的思想路线是一切从实际出发，理论联系实际，（），在实践中检验真理和发展真理。,解放思想,实事求是,与时俱进,以马克思主义为指导,"",B,8
741,党内监督与党外监督的关系是（）。,完善的党内监督可以代替党外监督,有力的党外监督可以代替党内监督,二者相互促进、相互强化,"","",C,3
742,下列说法中，正确的是（）。,预备党员的义务同正式党员一样,预备党员的权利同正式党员一样,预备党员的义务同正式党员一样；预备党员的权利，除没有表决权、选举权和被选举权以外，也同正式党员一样,"","",C,4
743,加强组织性纪律性，在党的纪律面前（）。,人人平等,人人公平,人人要遵守,"","",A,7
744,1920年8月，在上海共产主义小组领导下，成立了（）。,中国社会主义青年团,中国劳动组合书记部,共产主义青年团,"","",A,3
745,共产党员有权在党的会议上和（）上，参加关于党的政策问题的讨论。,报刊杂志,党报党刊,公众场面,"","",B,3
746,开除党籍是党内的（）。,最高处分,最终处分,一种处分,"","",A,4
747,党的优良作风是党的（）和宗旨的体现。,理想,路线,性质,"","",C,2
748,高度重视和不断加强（），是我们党从小到大、由弱到强，从挫折中奋起、在战胜困难中不断成熟的一大法宝。,自身建设,组织建设,思想建设,"","",A,7
749,党必须适应形势的发展和情况的变化，完善领导体制，改进领导方式，增强（）。,协调能力,执政能力,领导能力,"","",B,2
751,争取入党的首要问题是（）。,端正入党动机,良好的态度,年满18岁,"","",A,8
752,1921年7月23日至8月初，先后在()召开了中国共产党第一次全国代表大会，宣告了中国共产党的正式成立。,上海、嘉兴,上海、天津,北京、上海,北京、广州,"",A,5
753,我们取得伟大的历史性成就，靠的是党的（)、基本路线、基本纲领、基本经验的正确指引。,基本理论,基本制度,根本宗旨,"","",A,2
754,加强党的建设，必须放在首位的是（),思想建设,组织建设,作风建设,制度建设,"",A,3
755,预备党员预备期的过程，是主动接受党组织的教育和考察的过程，也是进一步()的过程。,了解党组织,增强党性,履行党员义务,执行党员权利,"",B,3
756,中国共产党的第一部党章是在（）制定的。,中共一大,中共二大,中共三大,中共四大,"",B,5
757,最先在中国提出“中国共产党”这个名称的是（）。,李大钊,威经斯基,毛泽东,蔡和森,"",D,4
758,同志提出“三个代表”的重要思想，是对党的性质和根本宗旨的新概括，对马克思主义建党学说的新发展，对广大党员和入党积极分子的新要求。,毛泽东,邓小平,江泽民,胡锦涛,"",C,2
759,（）是马克思主义政党的生命所系、力量所在，要靠千千万万高素质党员来体现。,先进性,组织性,纪律性,民主性,"",A,3
760,我们党必须坚持把（）作为一切工作的出发点和归宿。,人民的根本利益,党的群众基础,党的执政能力,工人阶级力量,"",A,3
761,中国共产党是中国特色社会主义事业的（）。,领导核心,忠实代表,先锋队,中坚力量,"",A,6
762,共产党员先进性是由（)所决定的。,党的性质,党员所处的时代,党员的现实表现,党的宗旨,"",A,2
763,中国共产党始终成为中国工人阶级的先锋队，与自觉成为中国人民和中华民族的先锋队，二者是（）。,统一的,矛盾的,对立的,以上答案都不是,"",A,6
764,中国共产党始终代表中国最广大人民的根本利益是由党的（）决定的。,方针和政策,性质和指导思想,性质和宗旨,指导思想和宗旨,"",C,3
765,建设有中国特色社会主义事业的关键在于（）。,中国工人阶级,中国科技知识分子,中国共产党,中国国家领导人,"",C,3
766,关于党的性质，下列论述不正确的是（）。,中国共产党是中国特色社会主义事业的核心力量,中国共产党代表中国先进生产力的要求,中国共产党代表中国先进文化的前进方向,中国共产党代表中国最广大人民的根本利益,"",A,4
767,第一个工人阶级自己的政党是（)。,苏维埃,中国共产党,共产主义者同盟,共产国际,"",C,3
768,我国将长期处于,小康社会,社会主义,社会主义初级阶段,共产主义,"",C,6
769,党的最高和最低纲领是（）提出的。,一大,二大,三大,四大,"",B,10
770,党的纲领的实现要靠（）,空谈,实践,创新,学习,"",B,3
771,我国的一切权力属于（）。,群众,人民,党,党员,"",B,7
772,是历史的创造者。,群众,人民群众,党,党员,"",B,2
773,行为是对人民利益的损害。,违法乱纪,遵纪守法,维护公德,舍己为人,"",A,4
774,中国共产党永远是劳动人民的（）,代言人,领导者,公仆,普通一员,"",D,5
775,规定了党内生活和党的活动的基本原则，是党的根本大法。,党章,宪法,党的纪律处分条例,党内监督条例（试行）,"",A,5
776,下列（）不属于党的纪律体系中的内容。,工作纪律,政治纪律,群众纪律,保密纪律,"",D,5
777,是各级党组织和党员在政治生活中必须遵守的行为准则。,政治纪律,经济纪律,组织纪律,工作纪律,"",A,4
778,下列不属于党的纪律处分的是（）,严重警告,记过,撤销党内职务,留党察看,"",B,7
779,受开除党籍纪律处分的党员，党内职务被自然撤销，且（）年内不准重新入党。,2,3,5,6,"",C,6
780,党组织和党员违反党章和其他党内法规，违反国家法律、法规，违反党和国家政策、社会主义道德，危害（）的行为，依照规定应当给予党纪处分的，都必须受到追究。,国家和集体利益,组织和他人利益,党、国家和人民利益,团体利益,"",C,3
781,党员必须切实开展（)，勇于揭露和纠正工作中的缺点、错误，坚决同消极腐败现象作斗争。,批评,自我批评,批评和自我批评,自我检讨,,C,3
782,按照党的思想建设的要求，党员不仅要在组织上入党，而且要在（)上入党。,行动,思想,实践,信念,"",B,6
783,下级党组织报送预备党员的审批材料后，上级党组织应在（）个月内予以审批。,3,6,9,12,"",A,2
784,党支部召开支部大会讨论接收预备党员前，要在一定范围内进行公示，征求党内外有关群众的意见。公示时间不少于（）天。,7,15,10,12,"",A,2
786,中国共产党建立的阶级基础是（）。,马克思主义的广泛传播,工人阶级队伍的壮大及工人运动发展,共产主义小组建立,民族资产阶级的发展,"",B,9
787,是决定一个政党、一个政权盛衰的根本因素。,执政能力,领导水平,人心向背,国际地位,"",C,7
788,无产阶级的党性的根本要求是（）。,一切服从党的领导,坚持党的政治路线和思想路线,一切以人民群众的利益为出发点,全心全意为人民服务,"",C,2
789,建设中国特色社会主义，总布局是：（）。,社会主义初级阶段,五位一体,全面协调可持续的发展,以经济建设为中心，坚持改革开放,"",B,6
790,建设中国特色社会主义，总任务是（）。,实现经济开放,全面建成小康社会,实现社会主义现代化和中华民族伟大复兴,人民生活富裕，实现现代化,"",C,4
791,以经济建设为中心的党的基本路线是在（）指导下形成的。,马克思列宁主义,毛泽东思想,邓小平理论,三个代表重要思想,"",C,5
792,我国基本实现现代化的第三步战略步骤是，到（）人均国民生产总值达到中等发达水平，人民生活比较富裕，基本实现现代化。,2100年,21世纪中叶,2020年,21世纪末,,B,3
793,是一个民族进步的灵魂，是一个国家兴旺发达的不竭动力，也是一个政党永葆生机的源泉。,改革,创新,社会发展,阶级矛盾,"",B,7
794,加强和改进党的作风建设，核心问题是（）。,反腐倡廉,保持党同人民群众的血肉联系,推进党的建设,保持党的纯洁性、先进性,"",B,1
795,对发展对象入党前培训的时间应不少于（）学时。,24,40,50,30,"",A,3
796,不属于“三会一课”中的会议是（）。,支部党员大会,支部委员会,党代会,党小组会,"",C,4
797,我国社会主义建设，必须从我国的国情出发，走（）道路。,资本主义,中国特色社会主义,社会主义,马列主义,"",B,5
798,在社会主义初级阶段，我国必须坚持和完善（）为主体、多种所有制经济共同发展的基本经济制度。,公有制,集体所有制,全民所有制,私有制,"",A,5
799,把工人、农民、军人、知识分子以外的其他社会阶层中的先进分子吸收到党内来，有利于增强党的阶级基础，扩大党的（)。,群众基础,思想基础,政治基础,组织基础,"",A,4
800,党章规定，（）是唯一而正确的入党动机。,增加择业竞争砝码，找到一份比较理想的工作,具有政治资本，使自己早日成才,献身共产主义事业，全心全意为人民服务,拥护党的领导，建设党的事业,"",C,2
801,以下选项中不能审批预备党员的是（）。,乡镇党委,部门党委,机关党总支,街道党工委,"",C,3
802,对于严重触犯刑律的党员，必须（)。,开除党籍,留党察看,撤销党内职务,开除公职,"",A,2
803,党的纪律处分有：警告、严重警告、（)、留党察看、开除党籍。,撤销党内外一切职务,撤销党内职务,记过,开除公职,"",B,5
805,党员对党组织作出的处分决定不服，可以提出（），有关党组织必须负责处理或者迅速转递，不得扣压。,申辩,复议,申诉,诉讼,"",C,4
806,根据《中国共产党纪律处分条例》指出，（）是最根本的党内法规，是管党治党的总规矩。,党章,纪律处分条例,廉洁自律准则,宪法,,A,6
807,撤销党内职务处分，是指撤销受处分党员由党内选举或者组织任命的党内职务。如果决定撤销其某个职务，则必须撤销其担任的（）职务。,最高,最低,兼任,视情况而定,"",A,4
808,党纪处分决定作出后，应当在（）内向受处分党员所在党的基层组织中的全体党员及其本人宣布。,10天,15天,一个月,两个月,"",C,4
809,受到留党察看处分的党员，恢复党员权利后二年内，不得在党内担任和向党外组织推荐担任（）的职务。,与其原任职务相当或者低于其原任职务,与其原任职务相当或者高于其原任职务,低于其原任职务,视情况而定,"",B,6
810,《中国共产党纪律处分条例》规定，组织、参加会道门或者邪教组织的，对策划者、组织者和骨干分子，给予（）处分。,严重警告,撤销党内职务,留党察看,开除党籍,"",D,3
811,某党员干部占用公物达六个月，应给予警告处分，但同时该党员又违反规定从事营利活动，情节严重，应给予开除党籍处分，依据《中国共产党纪律处分条例》有关规定，对于该同志的处分应该是（）。,先警告再开除党籍,开除党籍,分别处理,警告,,B,2
812,党的干部的本质是（）。,党的骨干,为人民服务的骨干,党员团体中的要职人员,以上答案均错,"",D,6
813,党章是党的总章程，其作用是（）。,充分体现马列主义中国化最新成果,对加强党的建设具有根本性的指导,适应新形势新任务对党的工作和党的建设提出的新要求,更好把中国特色社会主义伟大事业和党的建设新的伟大工程推向前进,,B,3
814,邓小平理论阐明了在中国建设社会主义、（）的基本问题。,马克思主义中国化,社会主义初级阶段,改革发展稳定的关系,巩固和发展社会主义,"",D,5
815,对于严重违犯党的纪律、本身又不能纠正的党组织，上一级党的委员会在查明核实后，应根据情节严重的程度，作出（）的决定，并报再上一级党的委员会审查批准，正式宣布执行。,进行改组或予以解散,进行改组或重整,进行重整或予以解散,进行重整或放任不理,"",A,8
816,党的中央纪律检查委员会根据工作需要，可以向（）派驻党的纪律检查组或纪律检查员。,中央一级党和国家机关,各级党和国家机关,各省市党和国家机关,同级党和国家机关,"",A,2
817,哪些不属于党员必须履行的义务（）,坚持党和人民的利益高于一切,维护党的团结和统一,对党的工作提出建议和倡议,密切联系群众,"",C,5
818,党的基层组织是党在社会基层中的（）,战斗堡垒,坚实基础,坚强后盾,力量源泉,"",A,6
819,共产党员有权在党的会议上有根据地批评党的任何组织和任何党员，向党负责地揭发、检举（）的事实，要求处分违法乱纪的党员，要求罢免或撤换不称职的干部。,党的任何组织和任何党员违法乱纪,党的任何组织违法乱纪,党的任何党员违法乱纪,"","",A,4
820,党员因工作单位发生变化，外出学习或工作时间较长（六个月以上）且地点比较固定的，应按规定（）。,开具党员证明信,开具党员组织关系介绍信,持流动党员活动证参加组织生活,不过组织生活,"",B,4
821,入党介绍人要认真了解申请人的（)，向他解释党的纲领和党的章程，说明党员的条件、义务和权利，并向党组织作出负责的报告。,思想、道德、学习和工作表现,思想、品质、经历和工作表现,思想、品德、历史和工作表现,"","",B,5
822,党委工作和党委决策的实质是（）。,全面领导所属单位和一切组织、人员和工作,坚持群众路线,统筹兼顾、突出中心,维护人民群众根本利益,"",B,4
823,民主生活会的实施步骤是（）。,专题学习、征求意见、自我批评、互相批评、总结经验,专题学习、自我剖析、互相批评、总结归纳、研究整改,征求意见、专题学习、自我批评、开展批评、总结经验,征求意见、专题学习、自我剖析、开展批评、研究整改,"",D,6
825,全委会由（）召集并主持。,常委会,党委书记,党委副书记,全委会指定人员,"",A,9
827,全委会、常委会会议必须有（）以上委员到会方可举行。,二分之一,三分之二,五分之四,四分之三,"",B,3
828,全委会表决重要事项以赞成票超过应到会委员人数的（）为通过。,二分之一,三分之一,三分之二,五分之三,"",A,5
829,机关党支部实行（）。,支部统一的集体领导下的首长分工负责制,集体领导,统一领导,全面领导,"",B,6
831,（）是党的领导的最高原则。,集体领导,统一领导,党指挥枪,少数服从多数,"",A,1
832,团支部委员会坚持民主集中制的原则，实行（）。,统一领导,集体领导,全面领导,垂直领导,"",B,1
834,党的纪律中最重要的是（)。,组织纪律,政治纪律,“四个服务”,"","",B,4
835,要把（)自觉为党的路线和纲领而奋斗、经过长期考验、符合党员条件的其他社会阶层的先进分子吸收到党内来，增强党在全社会的影响力和凝聚力。,承认党的纲领和章程,热爱公益事业,诚实守信和合法经营,"","",A,1
836,党员必须自觉遵守党的纪律，模范遵守（)，严格保守党和国家的秘密，执行党的决定，服从组织分配，积极完成党的任务。,国家的法律,国家的法律法规,法律法规,"","",B,3
837,预备党员必须面向党旗进行入党宣誓。誓词如下：我志愿加入中国共产党，拥护党的纲领，遵守党的章程，履行党员义务，（)，严守党的纪律，保守党的秘密，对党忠诚，积极工作，为共产主义奋斗终身，随时准备为党和人民牺牲一切，永不叛党。,执行党的决定,执行党的路线,执行党的政策,"",,A,5
838,把毛泽东思想确定为全党的指导思想是,党的六大,党的七大,党的八大,"","",B,3
839,1935年1月召开的（）会议确立了毛泽东在红军和党中央的领导地位，挽救了党、挽救了红军、挽救了中国革命、成为党的历史上一个生死攸关的转折点。,古田,黎平,遵义,"","",C,4
840,支部大会讨论两个以上的人入党时，必须（）。,集体研究，一起表决,逐个讨论，逐个表决,逐个讨论，一起表决,"","",B,2
